DataCode,RecType,Date,RecYear,RecMonth,Watershed,Habitat,Replicat,Species,Length,Count,Method,Comments
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,30,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,30,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,30,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/16/1995,1995,5,N4D,Combined,1,CHRERY,80,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,90,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,90,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,100,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,100,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,110,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CAMANO,100,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,30,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,30,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,30,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,30,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,30,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,30,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,30,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,30,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,40,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,40,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,30,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,40,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,ETHSPE,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,70,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,40,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,50,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,60,1,Shock,
CFC01,1,5/22/1995,1995,5,MID,Combined,1,CHRERY,70,1,Shock,
CFC01,1,5/22/1995,1995,5,N1B,Combined,1,CAMANO,40,1,Shock,
CFC01,1,5/22/1995,1995,5,N1B,Combined,1,CAMANO,50,1,Shock,
CFC01,1,5/22/1995,1995,5,N1B,Combined,1,CAMANO,50,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,40,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CAMANO,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,ETHSPE,10,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,ETHSPE,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,ETHSPE,10,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CHRERY,30,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CHRERY,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CHRERY,20,1,Shock,
CFC01,1,8/7/1995,1995,8,MID,Combined,1,CHRERY,30,1,Shock,
